기준년월,국가한글명,업종한글명,위험지수(Risk Index)
2024-09,북마케도니아,소매업; 자동차 제외,3
2024-09,북마케도니아,자동차 및 트레일러 제조업,3
2024-09,북마케도니아,펄프  종이 및 종이제품 제조업,3
2024-09,불가리아,개인 및 소비용품 수리업,3
2024-09,불가리아,고무 및 플라스틱제품 제조업,3
2024-09,불가리아,금속가공제품 제조업; 기계 및 가구 제외,3
2024-09,불가리아,기타 기계 및 장비 제조업,3
2024-09,불가리아,기타 제품 제조업,3
2024-09,불가리아,담배 제조업,3
2024-09,불가리아,도매 및 상품 중개업,4
2024-09,불가리아,섬유제품 제조업; 의복제외,3
2024-09,불가리아,식료품 제조업,3
2024-09,불가리아,우편 및 통신업,3
2024-09,불가리아,인쇄 및 기록매체 복제업,3
2024-09,불가리아,자동차 및 부품 판매업,3
2024-09,불가리아,자동차 및 트레일러 제조업,3
2024-09,불가리아,전기장비 제조업,3
2024-09,불가리아,펄프  종이 및 종이제품 제조업,3
2024-09,불가리아,화학물질 및 화학제품 제조업; 의약품 제외,3
2024-09,브라질,1차 금속 제조업,4
2024-09,브라질,가구 제조업,4
2024-09,브라질,가죽  가방 및 신발 제조업,4
2024-09,브라질,고무 및 플라스틱제품 제조업,4
2024-09,브라질,금속가공제품 제조업; 기계 및 가구 제외,4
2024-09,브라질,금융 및 보험 관련 서비스업,4
2024-09,브라질,금융업,4
2024-09,브라질,기타 기계 및 장비 제조업,4
2024-09,브라질,기타 운송장비 제조업,4
2024-09,브라질,기타 제품 제조업,4
2024-09,브라질,도매 및 상품 중개업,4
2024-09,브라질,목재 및 나무제품 제조업; 가구 제외,4
2024-09,브라질,비금속 광물제품 제조업,4
2024-09,브라질,사업지원 서비스업,4
2024-09,브라질,섬유제품 제조업; 의복제외,4
2024-09,브라질,소매업; 자동차 제외,4
2024-09,브라질,숙박업,4
2024-09,브라질,식료품 제조업,4
2024-09,브라질,연구개발업,4
2024-09,브라질,의료  정밀  광학기기 및 시계 제조업,4
2024-09,브라질,의료용 물질 및 의약품 제조업,4
2024-09,브라질,의복  의복 액세서리 및 모피제품 제조업,4
2024-09,브라질,인쇄 및 기록매체 복제업,4
2024-09,브라질,자동차 및 부품 판매업,4
2024-09,브라질,자동차 및 트레일러 제조업,4
2024-09,브라질,전기장비 제조업,4
2024-09,브라질,전문 서비스업,4
2024-09,브라질,전문직별 공사업,4
2024-09,브라질,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,4
2024-09,브라질,창고 및 운송관련 서비스업,4
2024-09,브라질,컴퓨터 프로그래밍  시스템 통합 및 관리업,4
2024-09,브라질,코크스  연탄 및 석유정제품 제조업,4
2024-09,브라질,펄프  종이 및 종이제품 제조업,4
2024-09,브라질,화학물질 및 화학제품 제조업; 의약품 제외,4
2024-09,사우디아라비아,1차 금속 제조업,5
2024-09,사우디아라비아,가구 제조업,3
2024-09,사우디아라비아,건축기술  엔지니어링 및 기타 과학기술 서비스업,3
2024-09,사우디아라비아,고무 및 플라스틱제품 제조업,3
2024-09,사우디아라비아,광업 지원 서비스업,3
2024-09,사우디아라비아,금속가공제품 제조업; 기계 및 가구 제외,3
2024-09,사우디아라비아,금융업,3
2024-09,사우디아라비아,기타 기계 및 장비 제조업,3
2024-09,사우디아라비아,도매 및 상품 중개업,4
2024-09,사우디아라비아,비금속 광물제품 제조업,3
2024-09,사우디아라비아,사업시설 관리 및 조경 서비스업,3
2024-09,사우디아라비아,사업지원 서비스업,3
2024-09,사우디아라비아,섬유제품 제조업; 의복제외,3
2024-09,사우디아라비아,소매업; 자동차 제외,3
2024-09,사우디아라비아,수도업,3
2024-09,사우디아라비아,수상 운송업,5
2024-09,사우디아라비아,식료품 제조업,3
2024-09,사우디아라비아,의료  정밀  광학기기 및 시계 제조업,3
2024-09,사우디아라비아,의료용 물질 및 의약품 제조업,3
2024-09,사우디아라비아,의복  의복 액세서리 및 모피제품 제조업,4
2024-09,사우디아라비아,자동차 및 부품 판매업,4
2024-09,사우디아라비아,전기  가스  증기 및 공기조절 공급업,3
2024-09,사우디아라비아,전기장비 제조업,3
2024-09,사우디아라비아,전문직별 공사업,3
2024-09,사우디아라비아,종합 건설업,3
2024-09,사우디아라비아,창고 및 운송관련 서비스업,3
2024-09,사우디아라비아,출판업,3
2024-09,사우디아라비아,컴퓨터 프로그래밍  시스템 통합 및 관리업,3
2024-09,사우디아라비아,코크스  연탄 및 석유정제품 제조업,3
2024-09,사우디아라비아,펄프  종이 및 종이제품 제조업,3
2024-09,사우디아라비아,화학물질 및 화학제품 제조업; 의약품 제외,3
2024-09,사이프러스,도매 및 상품 중개업,2
2024-09,사이프러스,수상 운송업,2
2024-09,사이프러스,자동차 및 부품 판매업,2
2024-09,산 마리노,1차 금속 제조업,5
2024-09,산 마리노,고무 및 플라스틱제품 제조업,2
2024-09,세네갈,가구 제조업,4
2024-09,세네갈,도매 및 상품 중개업,5
2024-09,세르비아,고무 및 플라스틱제품 제조업,3
2024-09,세르비아,도매 및 상품 중개업,3
2024-09,세르비아,사업지원 서비스업,3
2024-09,세르비아,섬유제품 제조업; 의복제외,3
2024-09,세르비아,자동차 및 부품 판매업,3
2024-09,세르비아,자동차 및 트레일러 제조업,3
2024-09,세르비아,전기장비 제조업,3
2024-09,세르비아,전문직별 공사업,3
2024-09,세르비아,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,3
2024-09,세르비아,컴퓨터 프로그래밍  시스템 통합 및 관리업,3
2024-09,세르비아,화학물질 및 화학제품 제조업; 의약품 제외,3
2024-09,세이셸,도매 및 상품 중개업,4
2024-09,세이셸,소매업; 자동차 제외,4
2024-09,세인트 빈센트 그레나딘,도매 및 상품 중개업,4
2024-09,수리남,금속 광업,5
2024-09,스리랑카,고무 및 플라스틱제품 제조업,5
2024-09,스리랑카,금속가공제품 제조업; 기계 및 가구 제외,4
2024-09,스리랑카,도매 및 상품 중개업,4
2024-09,스리랑카,비금속 광물제품 제조업,4
2024-09,스리랑카,섬유제품 제조업; 의복제외,4
2024-09,스리랑카,식료품 제조업,4
2024-09,스리랑카,의복  의복 액세서리 및 모피제품 제조업,4
2024-09,스리랑카,자동차 및 부품 판매업,4
2024-09,스리랑카,전기장비 제조업,4
2024-09,스리랑카,화학물질 및 화학제품 제조업; 의약품 제외,4
2024-09,스웨덴,1차 금속 제조업,2
2024-09,스웨덴,개인 및 소비용품 수리업,2
2024-09,스웨덴,건축기술  엔지니어링 및 기타 과학기술 서비스업,2
2024-09,스웨덴,고무 및 플라스틱제품 제조업,2
2024-09,스웨덴,금속가공제품 제조업; 기계 및 가구 제외,2
2024-09,스웨덴,기타 기계 및 장비 제조업,2
2024-09,스웨덴,도매 및 상품 중개업,2
2024-09,스웨덴,섬유제품 제조업; 의복제외,2
2024-09,스웨덴,소매업; 자동차 제외,2
2024-09,스웨덴,연구개발업,2
2024-09,스웨덴,자동차 및 부품 판매업,2
2024-09,스웨덴,자동차 및 트레일러 제조업,2
2024-09,스웨덴,전기장비 제조업,2
2024-09,스웨덴,전문 서비스업,2
2024-09,스웨덴,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,2
2024-09,스웨덴,컴퓨터 프로그래밍  시스템 통합 및 관리업,2
2024-09,스웨덴,코크스  연탄 및 석유정제품 제조업,2
2024-09,스웨덴,펄프  종이 및 종이제품 제조업,2
2024-09,스웨덴,화학물질 및 화학제품 제조업; 의약품 제외,2
2024-09,스위스,1차 금속 제조업,1
2024-09,스위스,가죽  가방 및 신발 제조업,1
2024-09,스위스,고무 및 플라스틱제품 제조업,1
2024-09,스위스,금속가공제품 제조업; 기계 및 가구 제외,1
2024-09,스위스,금융 및 보험 관련 서비스업,1
2024-09,스위스,기타 기계 및 장비 제조업,1
2024-09,스위스,기타 운송장비 제조업,1
2024-09,스위스,기타 제품 제조업,1
2024-09,스위스,담배 제조업,1
2024-09,스위스,도매 및 상품 중개업,2
2024-09,스위스,비금속 광물제품 제조업,1
2024-09,스위스,사업지원 서비스업,1
2024-09,스위스,소매업; 자동차 제외,1
2024-09,스위스,수도업,1
2024-09,스위스,수상 운송업,1
2024-09,스위스,의료  정밀  광학기기 및 시계 제조업,1
2024-09,스위스,의료용 물질 및 의약품 제조업,1
2024-09,스위스,의복  의복 액세서리 및 모피제품 제조업,1
2024-09,스위스,자동차 및 부품 판매업,1
2024-09,스위스,전기장비 제조업,1
2024-09,스위스,전문 서비스업,1
2024-09,스위스,전문직별 공사업,1
2024-09,스위스,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,1
2024-09,스위스,코크스  연탄 및 석유정제품 제조업,1
2024-09,스위스,화학물질 및 화학제품 제조업; 의약품 제외,1
2024-09,스페인,1차 금속 제조업,2
2024-09,스페인,개인 및 소비용품 수리업,2
2024-09,스페인,건축기술  엔지니어링 및 기타 과학기술 서비스업,2
2024-09,스페인,고무 및 플라스틱제품 제조업,2
2024-09,스페인,금속가공제품 제조업; 기계 및 가구 제외,2
2024-09,스페인,금융업,2
2024-09,스페인,기타 기계 및 장비 제조업,2
2024-09,스페인,기타 운송장비 제조업,5
2024-09,스페인,기타 제품 제조업,2
2024-09,스페인,도매 및 상품 중개업,2
2024-09,스페인,비금속 광물제품 제조업,2
2024-09,스페인,사업지원 서비스업,2
2024-09,스페인,산업용 기계 및 장비 수리업,2
2024-09,스페인,섬유제품 제조업; 의복제외,2
2024-09,스페인,소매업; 자동차 제외,2
2024-09,스페인,식료품 제조업,2
2024-09,스페인,우편 및 통신업,2
2024-09,스페인,의료  정밀  광학기기 및 시계 제조업,2
2024-09,스페인,의료용 물질 및 의약품 제조업,2
2024-09,스페인,인쇄 및 기록매체 복제업,2
2024-09,스페인,자동차 및 부품 판매업,2
2024-09,스페인,자동차 및 트레일러 제조업,3
2024-09,스페인,전기  가스  증기 및 공기조절 공급업,5
2024-09,스페인,전기장비 제조업,2
2024-09,스페인,전문 서비스업,2
2024-09,스페인,전문직별 공사업,2
2024-09,스페인,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,2
2024-09,스페인,종합 건설업,2
2024-09,스페인,컴퓨터 프로그래밍  시스템 통합 및 관리업,2
2024-09,스페인,코크스  연탄 및 석유정제품 제조업,2
2024-09,스페인,펄프  종이 및 종이제품 제조업,2
2024-09,스페인,하수  폐수 및 분뇨 처리업,2
2024-09,스페인,화학물질 및 화학제품 제조업; 의약품 제외,2
2024-09,슬로바키아,고무 및 플라스틱제품 제조업,2
2024-09,슬로바키아,기타 기계 및 장비 제조업,2
2024-09,슬로바키아,도매 및 상품 중개업,2
2024-09,슬로바키아,목재 및 나무제품 제조업; 가구 제외,2
2024-09,슬로바키아,비금속 광물제품 제조업,2
2024-09,슬로바키아,산업용 기계 및 장비 수리업,2
2024-09,슬로바키아,섬유제품 제조업; 의복제외,2
2024-09,슬로바키아,소매업; 자동차 제외,2
2024-09,슬로바키아,의료  정밀  광학기기 및 시계 제조업,2
2024-09,슬로바키아,의복  의복 액세서리 및 모피제품 제조업,2
2024-09,슬로바키아,인쇄 및 기록매체 복제업,2
2024-09,슬로바키아,자동차 및 부품 판매업,2
2024-09,슬로바키아,자동차 및 트레일러 제조업,2
2024-09,슬로바키아,전기장비 제조업,2
2024-09,슬로바키아,전문직별 공사업,2
2024-09,슬로바키아,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,2
2024-09,슬로바키아,화학물질 및 화학제품 제조업; 의약품 제외,2
2024-09,슬로베니아,기타 기계 및 장비 제조업,2
2024-09,슬로베니아,기타 제품 제조업,2
2024-09,슬로베니아,도매 및 상품 중개업,2
2024-09,슬로베니아,섬유제품 제조업; 의복제외,2
2024-09,슬로베니아,소매업; 자동차 제외,2
2024-09,슬로베니아,자동차 및 부품 판매업,2
2024-09,슬로베니아,전기장비 제조업,2
2024-09,슬로베니아,전문직별 공사업,2
2024-09,슬로베니아,화학물질 및 화학제품 제조업; 의약품 제외,2
2024-09,시에라리온,도매 및 상품 중개업,5
2024-09,싱가포르,1차 금속 제조업,1
2024-09,싱가포르,가죽  가방 및 신발 제조업,1
2024-09,싱가포르,건축기술  엔지니어링 및 기타 과학기술 서비스업,1
2024-09,싱가포르,고무 및 플라스틱제품 제조업,1
2024-09,싱가포르,광업 지원 서비스업,1
2024-09,싱가포르,금속가공제품 제조업; 기계 및 가구 제외,1
2024-09,싱가포르,금융업,1
2024-09,싱가포르,기타 기계 및 장비 제조업,1
2024-09,싱가포르,기타 운송장비 제조업,1
2024-09,싱가포르,담배 제조업,1
2024-09,싱가포르,도매 및 상품 중개업,1
2024-09,싱가포르,비금속 광물제품 제조업,1
2024-09,싱가포르,사업지원 서비스업,1
2024-09,싱가포르,석탄  원유 및 천연가스 광업,1
2024-09,싱가포르,섬유제품 제조업; 의복제외,1
2024-09,싱가포르,소매업; 자동차 제외,1
2024-09,싱가포르,수상 운송업,1
2024-09,싱가포르,식료품 제조업,3
2024-09,싱가포르,음료 제조업,1
2024-09,싱가포르,의료  정밀  광학기기 및 시계 제조업,1
2024-09,싱가포르,인쇄 및 기록매체 복제업,1
2024-09,싱가포르,임대업; 부동산 제외,1
2024-09,싱가포르,자동차 및 부품 판매업,1
2024-09,싱가포르,자동차 및 트레일러 제조업,1
2024-09,싱가포르,전기  가스  증기 및 공기조절 공급업,1
2024-09,싱가포르,전기장비 제조업,1
2024-09,싱가포르,전문 서비스업,1
2024-09,싱가포르,전문직별 공사업,1
2024-09,싱가포르,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,1
2024-09,싱가포르,종합 건설업,1
2024-09,싱가포르,창고 및 운송관련 서비스업,1
2024-09,싱가포르,출판업,1
2024-09,싱가포르,코크스  연탄 및 석유정제품 제조업,1
2024-09,싱가포르,펄프  종이 및 종이제품 제조업,1
2024-09,싱가포르,화학물질 및 화학제품 제조업; 의약품 제외,1
2024-09,아랍에미리트 연합,1차 금속 제조업,4
2024-09,아랍에미리트 연합,가구 제조업,3
2024-09,아랍에미리트 연합,고무 및 플라스틱제품 제조업,3
2024-09,아랍에미리트 연합,광업 지원 서비스업,3
2024-09,아랍에미리트 연합,금속 광업,3
2024-09,아랍에미리트 연합,금속가공제품 제조업; 기계 및 가구 제외,3
2024-09,아랍에미리트 연합,기타 기계 및 장비 제조업,3
2024-09,아랍에미리트 연합,도매 및 상품 중개업,3
2024-09,아랍에미리트 연합,비금속 광물제품 제조업,3
2024-09,아랍에미리트 연합,소매업; 자동차 제외,3
2024-09,아랍에미리트 연합,수상 운송업,3
2024-09,아랍에미리트 연합,식료품 제조업,3
2024-09,아랍에미리트 연합,육상운송 및 파이프라인 운송업,3
2024-09,아랍에미리트 연합,자동차 및 부품 판매업,3
2024-09,아랍에미리트 연합,자동차 및 트레일러 제조업,3
2024-09,아랍에미리트 연합,전기  가스  증기 및 공기조절 공급업,4
2024-09,아랍에미리트 연합,전기장비 제조업,3
2024-09,아랍에미리트 연합,전문 서비스업,3
2024-09,아랍에미리트 연합,전문직별 공사업,3
2024-09,아랍에미리트 연합,종합 건설업,4
2024-09,아랍에미리트 연합,창고 및 운송관련 서비스업,3
2024-09,아랍에미리트 연합,출판업,3
2024-09,아랍에미리트 연합,코크스  연탄 및 석유정제품 제조업,3
2024-09,아랍에미리트 연합,펄프  종이 및 종이제품 제조업,3
2024-09,아랍에미리트 연합,항공 운송업,3
2024-09,아랍에미리트 연합,화학물질 및 화학제품 제조업; 의약품 제외,3
2024-09,아루바,자동차 및 부품 판매업,4
2024-09,아르메니아,1차 금속 제조업,5
2024-09,아르메니아,가구 제조업,5
2024-09,아르메니아,고무 및 플라스틱제품 제조업,5
2024-09,아르메니아,도매 및 상품 중개업,5
2024-09,아르메니아,펄프  종이 및 종이제품 제조업,5
2024-09,아르헨티나,1차 금속 제조업,4
2024-09,아르헨티나,가구 제조업,5
2024-09,아르헨티나,고무 및 플라스틱제품 제조업,4
2024-09,아르헨티나,금속가공제품 제조업; 기계 및 가구 제외,4
2024-09,아르헨티나,기타 개인 서비스업,4
2024-09,아르헨티나,기타 기계 및 장비 제조업,4
2024-09,아르헨티나,도매 및 상품 중개업,4
2024-09,아르헨티나,비금속 광물제품 제조업,4
2024-09,아르헨티나,석탄  원유 및 천연가스 광업,5
2024-09,아르헨티나,섬유제품 제조업; 의복제외,4
2024-09,아르헨티나,소매업; 자동차 제외,4
2024-09,아르헨티나,우편 및 통신업,5
2024-09,아르헨티나,의료  정밀  광학기기 및 시계 제조업,5
2024-09,아르헨티나,의료용 물질 및 의약품 제조업,4
2024-09,아르헨티나,의복  의복 액세서리 및 모피제품 제조업,4
2024-09,아르헨티나,인쇄 및 기록매체 복제업,4
2024-09,아르헨티나,자동차 및 부품 판매업,4
2024-09,아르헨티나,자동차 및 트레일러 제조업,4
2024-09,아르헨티나,전기장비 제조업,4
2024-09,아르헨티나,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,4
2024-09,아르헨티나,펄프  종이 및 종이제품 제조업,4
2024-09,아르헨티나,화학물질 및 화학제품 제조업; 의약품 제외,4
2024-09,아이슬란드,개인 및 소비용품 수리업,2
2024-09,아이슬란드,고무 및 플라스틱제품 제조업,2
2024-09,아이슬란드,기타 전문  과학 및 기술 서비스업,2
2024-09,아이슬란드,소매업; 자동차 제외,2
2024-09,아이슬란드,자동차 및 부품 판매업,2
2024-09,아이슬란드,전문직별 공사업,2
2024-09,아이티,자동차 및 부품 판매업,5
2024-09,아일랜드,고무 및 플라스틱제품 제조업,1
2024-09,아일랜드,금속가공제품 제조업; 기계 및 가구 제외,1
2024-09,아일랜드,금융업,1
2024-09,아일랜드,기타 개인 서비스업,1
2024-09,아일랜드,기타 제품 제조업,1
2024-09,아일랜드,농업,1
2024-09,아일랜드,도매 및 상품 중개업,1
2024-09,아일랜드,비금속 광물제품 제조업,1
2024-09,아일랜드,소매업; 자동차 제외,1
2024-09,아일랜드,식료품 제조업,1
2024-09,아일랜드,의료  정밀  광학기기 및 시계 제조업,1
2024-09,아일랜드,의료용 물질 및 의약품 제조업,1
2024-09,아일랜드,자동차 및 부품 판매업,1
2024-09,아일랜드,자동차 및 트레일러 제조업,1
2024-09,아일랜드,전기장비 제조업,1
2024-09,아일랜드,전문직별 공사업,1
2024-09,아일랜드,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,1
2024-09,아일랜드,컴퓨터 프로그래밍  시스템 통합 및 관리업,1
2024-09,아일랜드,코크스  연탄 및 석유정제품 제조업,1
2024-09,아일랜드,펄프  종이 및 종이제품 제조업,1
2024-09,아일랜드,화학물질 및 화학제품 제조업; 의약품 제외,1
2024-09,아제르바이잔,1차 금속 제조업,4
2024-09,아제르바이잔,가구 제조업,4
2024-09,아제르바이잔,개인 및 소비용품 수리업,4
2024-09,아제르바이잔,도매 및 상품 중개업,5
2024-09,아제르바이잔,부동산업,4
2024-09,아제르바이잔,비금속 광물제품 제조업,4
2024-09,아제르바이잔,소매업; 자동차 제외,4
2024-09,아제르바이잔,자동차 및 부품 판매업,4
2024-09,아제르바이잔,컴퓨터 프로그래밍  시스템 통합 및 관리업,4
2024-09,아제르바이잔,화학물질 및 화학제품 제조업; 의약품 제외,4
2024-09,안도라,개인 및 소비용품 수리업,3
2024-09,안도라,도매 및 상품 중개업,3
2024-09,알제리,가죽  가방 및 신발 제조업,4
2024-09,알제리,고무 및 플라스틱제품 제조업,5
2024-09,알제리,도매 및 상품 중개업,4
2024-09,알제리,비금속 광물제품 제조업,5
2024-09,알제리,의료용 물질 및 의약품 제조업,4
2024-09,알제리,의복  의복 액세서리 및 모피제품 제조업,5
2024-09,알제리,자동차 및 부품 판매업,4
2024-09,알제리,전기장비 제조업,5
2024-09,알제리,전문직별 공사업,4
2024-09,알제리,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,4
2024-09,알제리,펄프  종이 및 종이제품 제조업,4
2024-09,알제리,화학물질 및 화학제품 제조업; 의약품 제외,5
2024-09,에스토니아,개인 및 소비용품 수리업,2
2024-09,에스토니아,금속가공제품 제조업; 기계 및 가구 제외,2
2024-09,에스토니아,기타 기계 및 장비 제조업,2
2024-09,에스토니아,도매 및 상품 중개업,2
2024-09,에스토니아,산업용 기계 및 장비 수리업,2
2024-09,에스토니아,섬유제품 제조업; 의복제외,2
2024-09,에스토니아,소매업; 자동차 제외,3
2024-09,에스토니아,임대업; 부동산 제외,2
2024-09,에스토니아,자동차 및 부품 판매업,2
2024-09,에스토니아,전기장비 제조업,2
2024-09,에스토니아,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,2
2024-09,에스토니아,화학물질 및 화학제품 제조업; 의약품 제외,2
2024-09,에콰도르,가구 제조업,4
2024-09,에콰도르,고무 및 플라스틱제품 제조업,5
2024-09,에콰도르,금속가공제품 제조업; 기계 및 가구 제외,4
2024-09,에콰도르,도매 및 상품 중개업,4
2024-09,에콰도르,섬유제품 제조업; 의복제외,4
2024-09,에콰도르,소매업; 자동차 제외,4
2024-09,에콰도르,식료품 제조업,5
2024-09,에콰도르,어업,4
2024-09,에콰도르,의료용 물질 및 의약품 제조업,4
2024-09,에콰도르,자동차 및 부품 판매업,4
2024-09,에콰도르,자동차 및 트레일러 제조업,4
2024-09,에콰도르,전기장비 제조업,4
2024-09,에콰도르,펄프  종이 및 종이제품 제조업,4
2024-09,에콰도르,화학물질 및 화학제품 제조업; 의약품 제외,4
2024-09,에티오피아,도매 및 상품 중개업,5
2024-09,엘살바도르,1차 금속 제조업,4
2024-09,엘살바도르,고무 및 플라스틱제품 제조업,4
2024-09,엘살바도르,도매 및 상품 중개업,4
2024-09,엘살바도르,섬유제품 제조업; 의복제외,4
2024-09,엘살바도르,소매업; 자동차 제외,4
2024-09,엘살바도르,식료품 제조업,4
2024-09,엘살바도르,우편 및 통신업,4
2024-09,엘살바도르,자동차 및 부품 판매업,5
2024-09,엘살바도르,화학물질 및 화학제품 제조업; 의약품 제외,4
2024-09,영국,1차 금속 제조업,2
2024-09,영국,가구 제조업,2
2024-09,영국,개인 및 소비용품 수리업,3
2024-09,영국,고무 및 플라스틱제품 제조업,2
2024-09,영국,금속가공제품 제조업; 기계 및 가구 제외,2
2024-09,영국,금융업,2
2024-09,영국,기타 개인 서비스업,2
2024-09,영국,기타 기계 및 장비 제조업,2
2024-09,영국,기타 운송장비 제조업,2
2024-09,영국,기타 전문  과학 및 기술 서비스업,2
2024-09,영국,기타 제품 제조업,2
2024-09,영국,도매 및 상품 중개업,2
2024-09,영국,비금속 광물제품 제조업,2
2024-09,영국,사업지원 서비스업,2
2024-09,영국,산업용 기계 및 장비 수리업,2
2024-09,영국,섬유제품 제조업; 의복제외,2
2024-09,영국,소매업; 자동차 제외,2
2024-09,영국,수상 운송업,2
2024-09,영국,스포츠 및 오락관련 서비스업,2
2024-09,영국,식료품 제조업,2
2024-09,영국,우편 및 통신업,2
2024-09,영국,음료 제조업,2
2024-09,영국,의료  정밀  광학기기 및 시계 제조업,2
2024-09,영국,의료용 물질 및 의약품 제조업,2
2024-09,영국,의복  의복 액세서리 및 모피제품 제조업,2
2024-09,영국,인쇄 및 기록매체 복제업,2
2024-09,영국,자동차 및 부품 판매업,2
2024-09,영국,자동차 및 트레일러 제조업,2
2024-09,영국,전기  가스  증기 및 공기조절 공급업,2
2024-09,영국,전기장비 제조업,2
2024-09,영국,전문 서비스업,3
2024-09,영국,전문직별 공사업,2
2024-09,영국,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,2
2024-09,영국,종합 건설업,2
2024-09,영국,창고 및 운송관련 서비스업,2
2024-09,영국,출판업,2
2024-09,영국,컴퓨터 프로그래밍  시스템 통합 및 관리업,2
2024-09,영국,코크스  연탄 및 석유정제품 제조업,2
2024-09,영국,펄프  종이 및 종이제품 제조업,2
2024-09,영국,화학물질 및 화학제품 제조업; 의약품 제외,2
2024-09,영국령 버진군도,금융업,4
2024-09,오만,1차 금속 제조업,4
2024-09,오만,가구 제조업,5
2024-09,오만,건축기술  엔지니어링 및 기타 과학기술 서비스업,3
2024-09,오만,고무 및 플라스틱제품 제조업,3
2024-09,오만,도매 및 상품 중개업,3
2024-09,오만,식료품 제조업,3
2024-09,오만,자동차 및 부품 판매업,3
2024-09,오만,종합 건설업,3
2024-09,오만,컴퓨터 프로그래밍  시스템 통합 및 관리업,4
2024-09,오만,화학물질 및 화학제품 제조업; 의약품 제외,3
2024-09,오스트리아,가구 제조업,1
2024-09,오스트리아,고무 및 플라스틱제품 제조업,1
2024-09,오스트리아,기타 기계 및 장비 제조업,1
2024-09,오스트리아,도매 및 상품 중개업,1
2024-09,오스트리아,비금속 광물제품 제조업,1
2024-09,오스트리아,산업용 기계 및 장비 수리업,1
2024-09,오스트리아,섬유제품 제조업; 의복제외,1
2024-09,오스트리아,식료품 제조업,2
2024-09,오스트리아,의료  정밀  광학기기 및 시계 제조업,1
2024-09,오스트리아,자동차 및 부품 판매업,1
2024-09,오스트리아,자동차 및 트레일러 제조업,2
2024-09,오스트리아,전기장비 제조업,2
2024-09,오스트리아,전문직별 공사업,1
2024-09,오스트리아,펄프  종이 및 종이제품 제조업,1
2024-09,오스트리아,화학물질 및 화학제품 제조업; 의약품 제외,1
2024-09,온두라스,건축기술  엔지니어링 및 기타 과학기술 서비스업,4
2024-09,온두라스,고무 및 플라스틱제품 제조업,4
2024-09,온두라스,금속가공제품 제조업; 기계 및 가구 제외,5
2024-09,온두라스,농업,4
2024-09,온두라스,도매 및 상품 중개업,4
2024-09,온두라스,섬유제품 제조업; 의복제외,4
2024-09,온두라스,소매업; 자동차 제외,4
2024-09,온두라스,식료품 제조업,4
2024-09,온두라스,자동차 및 부품 판매업,5
2024-09,온두라스,화학물질 및 화학제품 제조업; 의약품 제외,4
2024-09,요르단,가구 제조업,3
2024-09,요르단,고무 및 플라스틱제품 제조업,3
2024-09,요르단,금속가공제품 제조업; 기계 및 가구 제외,3
2024-09,요르단,금융업,3
2024-09,요르단,기타 기계 및 장비 제조업,3
2024-09,요르단,농업,4
2024-09,요르단,도매 및 상품 중개업,4
2024-09,요르단,비금속 광물제품 제조업,3
2024-09,요르단,식료품 제조업,3
2024-09,요르단,의료용 물질 및 의약품 제조업,3
2024-09,요르단,자동차 및 부품 판매업,3
2024-09,요르단,전기장비 제조업,3
2024-09,요르단,펄프  종이 및 종이제품 제조업,5
2024-09,요르단,화학물질 및 화학제품 제조업; 의약품 제외,3
2024-09,우간다,1차 금속 제조업,5
2024-09,우간다,가구 제조업,5
2024-09,우간다,금속가공제품 제조업; 기계 및 가구 제외,5
2024-09,우간다,도매 및 상품 중개업,5
2024-09,우루과이,도매 및 상품 중개업,4
2024-09,우루과이,의료용 물질 및 의약품 제조업,4
2024-09,우루과이,자동차 및 부품 판매업,4
2024-09,우루과이,자동차 및 트레일러 제조업,4
2024-09,우루과이,전문직별 공사업,4
2024-09,우루과이,펄프  종이 및 종이제품 제조업,4
2024-09,우루과이,화학물질 및 화학제품 제조업; 의약품 제외,4
2024-09,우즈베키스탄,1차 금속 제조업,4
2024-09,우즈베키스탄,고무 및 플라스틱제품 제조업,5
2024-09,우즈베키스탄,도매 및 상품 중개업,4
2024-09,우즈베키스탄,소매업; 자동차 제외,4
2024-09,우즈베키스탄,음식점 및 주점업,4
2024-09,우즈베키스탄,의료용 물질 및 의약품 제조업,5
2024-09,우즈베키스탄,자동차 및 부품 판매업,4
2024-09,우즈베키스탄,자동차 및 트레일러 제조업,5
2024-09,우즈베키스탄,전기장비 제조업,4
2024-09,우즈베키스탄,펄프  종이 및 종이제품 제조업,4
2024-09,우크라이나,고무 및 플라스틱제품 제조업,4
2024-09,우크라이나,도매 및 상품 중개업,4
2024-09,우크라이나,산업용 기계 및 장비 수리업,5
2024-09,우크라이나,소매업; 자동차 제외,5
2024-09,우크라이나,자동차 및 부품 판매업,4
