기준년월,국가한글명,업종한글명,위험지수(Risk Index)
2025-04,오스트리아,자동차 및 트레일러 제조업,2
2025-04,오스트리아,전기장비 제조업,2
2025-04,오스트리아,전문직별 공사업,2
2025-04,오스트리아,펄프  종이 및 종이제품 제조업,1
2025-04,오스트리아,화학물질 및 화학제품 제조업; 의약품 제외,1
2025-04,온두라스,1차 금속 제조업,4
2025-04,온두라스,건축기술  엔지니어링 및 기타 과학기술 서비스업,4
2025-04,온두라스,고무 및 플라스틱제품 제조업,4
2025-04,온두라스,금속가공제품 제조업; 기계 및 가구 제외,4
2025-04,온두라스,농업,4
2025-04,온두라스,도매 및 상품 중개업,4
2025-04,온두라스,섬유제품 제조업; 의복제외,4
2025-04,온두라스,소매업; 자동차 제외,4
2025-04,온두라스,식료품 제조업,4
2025-04,온두라스,자동차 및 부품 판매업,5
2025-04,요르단,가구 제조업,3
2025-04,요르단,고무 및 플라스틱제품 제조업,3
2025-04,요르단,금속가공제품 제조업; 기계 및 가구 제외,3
2025-04,요르단,금융업,3
2025-04,요르단,기타 기계 및 장비 제조업,3
2025-04,요르단,농업,4
2025-04,요르단,도매 및 상품 중개업,4
2025-04,요르단,비금속 광물제품 제조업,3
2025-04,요르단,소매업; 자동차 제외,4
2025-04,요르단,식료품 제조업,3
2025-04,요르단,의료용 물질 및 의약품 제조업,3
2025-04,요르단,자동차 및 부품 판매업,3
2025-04,요르단,전기장비 제조업,3
2025-04,요르단,펄프  종이 및 종이제품 제조업,5
2025-04,요르단,협회 및 단체,3
2025-04,요르단,화학물질 및 화학제품 제조업; 의약품 제외,3
2025-04,우간다,1차 금속 제조업,5
2025-04,우간다,도매 및 상품 중개업,5
2025-04,우루과이,1차 금속 제조업,4
2025-04,우루과이,도매 및 상품 중개업,4
2025-04,우루과이,음료 제조업,4
2025-04,우루과이,의료용 물질 및 의약품 제조업,4
2025-04,우루과이,자동차 및 부품 판매업,4
2025-04,우루과이,자동차 및 트레일러 제조업,4
2025-04,우루과이,전문직별 공사업,4
2025-04,우루과이,컴퓨터 프로그래밍  시스템 통합 및 관리업,4
2025-04,우루과이,펄프  종이 및 종이제품 제조업,4
2025-04,우루과이,화학물질 및 화학제품 제조업; 의약품 제외,4
2025-04,우즈베키스탄,1차 금속 제조업,4
2025-04,우즈베키스탄,고무 및 플라스틱제품 제조업,5
2025-04,우즈베키스탄,도매 및 상품 중개업,5
2025-04,우즈베키스탄,소매업; 자동차 제외,4
2025-04,우즈베키스탄,음식점 및 주점업,4
2025-04,우즈베키스탄,의료용 물질 및 의약품 제조업,4
2025-04,우즈베키스탄,자동차 및 부품 판매업,5
2025-04,우즈베키스탄,자동차 및 트레일러 제조업,5
2025-04,우즈베키스탄,전기장비 제조업,5
2025-04,우즈베키스탄,펄프  종이 및 종이제품 제조업,4
2025-04,우크라이나,고무 및 플라스틱제품 제조업,4
2025-04,우크라이나,도매 및 상품 중개업,5
2025-04,우크라이나,자동차 및 부품 판매업,4
2025-04,우크라이나,전기장비 제조업,4
2025-04,이라크,도매 및 상품 중개업,5
2025-04,이라크,자동차 및 부품 판매업,5
2025-04,이스라엘,고무 및 플라스틱제품 제조업,3
2025-04,이스라엘,금속가공제품 제조업; 기계 및 가구 제외,3
2025-04,이스라엘,금융업,3
2025-04,이스라엘,기타 기계 및 장비 제조업,3
2025-04,이스라엘,도매 및 상품 중개업,3
2025-04,이스라엘,비금속 광물제품 제조업,3
2025-04,이스라엘,산업용 기계 및 장비 수리업,3
2025-04,이스라엘,섬유제품 제조업; 의복제외,3
2025-04,이스라엘,소매업; 자동차 제외,3
2025-04,이스라엘,식료품 제조업,3
2025-04,이스라엘,우편 및 통신업,3
2025-04,이스라엘,의료  정밀  광학기기 및 시계 제조업,3
2025-04,이스라엘,의료용 물질 및 의약품 제조업,3
2025-04,이스라엘,의복  의복 액세서리 및 모피제품 제조업,3
2025-04,이스라엘,자동차 및 부품 판매업,3
2025-04,이스라엘,전기장비 제조업,3
2025-04,이스라엘,전문직별 공사업,3
2025-04,이스라엘,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,3
2025-04,이스라엘,출판업,3
2025-04,이스라엘,컴퓨터 프로그래밍  시스템 통합 및 관리업,3
2025-04,이스라엘,펄프  종이 및 종이제품 제조업,3
2025-04,이스라엘,화학물질 및 화학제품 제조업; 의약품 제외,3
2025-04,이집트,1차 금속 제조업,5
2025-04,이집트,가구 제조업,5
2025-04,이집트,고무 및 플라스틱제품 제조업,5
2025-04,이집트,금속가공제품 제조업; 기계 및 가구 제외,5
2025-04,이집트,기타 기계 및 장비 제조업,4
2025-04,이집트,도매 및 상품 중개업,5
2025-04,이집트,부동산업,4
2025-04,이집트,비금속 광물제품 제조업,4
2025-04,이집트,사업지원 서비스업,4
2025-04,이집트,섬유제품 제조업; 의복제외,4
2025-04,이집트,소매업; 자동차 제외,4
2025-04,이집트,식료품 제조업,4
2025-04,이집트,우편 및 통신업,4
2025-04,이집트,의료  정밀  광학기기 및 시계 제조업,4
2025-04,이집트,의료용 물질 및 의약품 제조업,4
2025-04,이집트,의복  의복 액세서리 및 모피제품 제조업,4
2025-04,이집트,자동차 및 부품 판매업,5
2025-04,이집트,자동차 및 트레일러 제조업,4
2025-04,이집트,전기장비 제조업,5
2025-04,이집트,전문직별 공사업,4
2025-04,이집트,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,5
2025-04,이집트,출판업,4
2025-04,이집트,코크스  연탄 및 석유정제품 제조업,4
2025-04,이집트,펄프  종이 및 종이제품 제조업,5
2025-04,이집트,화학물질 및 화학제품 제조업; 의약품 제외,5
2025-04,이탈리아,1차 금속 제조업,3
2025-04,이탈리아,가구 제조업,2
2025-04,이탈리아,가죽  가방 및 신발 제조업,2
2025-04,이탈리아,개인 및 소비용품 수리업,2
2025-04,이탈리아,고무 및 플라스틱제품 제조업,2
2025-04,이탈리아,금속가공제품 제조업; 기계 및 가구 제외,2
2025-04,이탈리아,금융업,2
2025-04,이탈리아,기타 기계 및 장비 제조업,2
2025-04,이탈리아,기타 운송장비 제조업,2
2025-04,이탈리아,기타 제품 제조업,3
2025-04,이탈리아,농업,3
2025-04,이탈리아,도매 및 상품 중개업,2
2025-04,이탈리아,비금속 광물제품 제조업,2
2025-04,이탈리아,산업용 기계 및 장비 수리업,2
2025-04,이탈리아,섬유제품 제조업; 의복제외,2
2025-04,이탈리아,소매업; 자동차 제외,3
2025-04,이탈리아,수상 운송업,2
2025-04,이탈리아,식료품 제조업,2
2025-04,이탈리아,우편 및 통신업,2
2025-04,이탈리아,음료 제조업,2
2025-04,이탈리아,의료  정밀  광학기기 및 시계 제조업,2
2025-04,이탈리아,의료용 물질 및 의약품 제조업,2
2025-04,이탈리아,의복  의복 액세서리 및 모피제품 제조업,2
2025-04,이탈리아,인쇄 및 기록매체 복제업,2
2025-04,이탈리아,임대업; 부동산 제외,3
2025-04,이탈리아,자동차 및 부품 판매업,2
2025-04,이탈리아,자동차 및 트레일러 제조업,2
2025-04,이탈리아,전기  가스  증기 및 공기조절 공급업,2
2025-04,이탈리아,전기장비 제조업,2
2025-04,이탈리아,전문 서비스업,2
2025-04,이탈리아,전문직별 공사업,2
2025-04,이탈리아,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,2
2025-04,이탈리아,종합 건설업,2
2025-04,이탈리아,창고 및 운송관련 서비스업,2
2025-04,이탈리아,출판업,2
2025-04,이탈리아,컴퓨터 프로그래밍  시스템 통합 및 관리업,2
2025-04,이탈리아,코크스  연탄 및 석유정제품 제조업,2
2025-04,이탈리아,펄프  종이 및 종이제품 제조업,2
2025-04,이탈리아,화학물질 및 화학제품 제조업; 의약품 제외,2
2025-04,인도,1차 금속 제조업,4
2025-04,인도,가구 제조업,4
2025-04,인도,가죽  가방 및 신발 제조업,4
2025-04,인도,개인 및 소비용품 수리업,4
2025-04,인도,건축기술  엔지니어링 및 기타 과학기술 서비스업,4
2025-04,인도,고무 및 플라스틱제품 제조업,4
2025-04,인도,교육 서비스업,4
2025-04,인도,금속가공제품 제조업; 기계 및 가구 제외,4
2025-04,인도,금융 및 보험 관련 서비스업,4
2025-04,인도,기타 개인 서비스업,5
2025-04,인도,기타 기계 및 장비 제조업,4
2025-04,인도,기타 운송장비 제조업,4
2025-04,인도,기타 제품 제조업,4
2025-04,인도,농업,4
2025-04,인도,도매 및 상품 중개업,4
2025-04,인도,방송업,4
2025-04,인도,보건업,4
2025-04,인도,부동산업,4
2025-04,인도,비금속 광물제품 제조업,4
2025-04,인도,섬유제품 제조업; 의복제외,4
2025-04,인도,소매업; 자동차 제외,4
2025-04,인도,수상 운송업,4
2025-04,인도,숙박업,4
2025-04,인도,식료품 제조업,4
2025-04,인도,우편 및 통신업,4
2025-04,인도,음료 제조업,4
2025-04,인도,의료  정밀  광학기기 및 시계 제조업,4
2025-04,인도,의료용 물질 및 의약품 제조업,4
2025-04,인도,의복  의복 액세서리 및 모피제품 제조업,4
2025-04,인도,인쇄 및 기록매체 복제업,4
2025-04,인도,자동차 및 부품 판매업,4
2025-04,인도,자동차 및 트레일러 제조업,4
2025-04,인도,전기장비 제조업,4
2025-04,인도,전문직별 공사업,4
2025-04,인도,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,4
2025-04,인도,종합 건설업,4
2025-04,인도,창고 및 운송관련 서비스업,4
2025-04,인도,출판업,4
2025-04,인도,컴퓨터 프로그래밍  시스템 통합 및 관리업,5
2025-04,인도,코크스  연탄 및 석유정제품 제조업,4
2025-04,인도,펄프  종이 및 종이제품 제조업,4
2025-04,인도,화학물질 및 화학제품 제조업; 의약품 제외,4
2025-04,인도네시아,1차 금속 제조업,4
2025-04,인도네시아,가죽  가방 및 신발 제조업,3
2025-04,인도네시아,건축기술  엔지니어링 및 기타 과학기술 서비스업,3
2025-04,인도네시아,고무 및 플라스틱제품 제조업,4
2025-04,인도네시아,금속 광업,4
2025-04,인도네시아,금속가공제품 제조업; 기계 및 가구 제외,4
2025-04,인도네시아,기타 기계 및 장비 제조업,3
2025-04,인도네시아,담배 제조업,3
2025-04,인도네시아,도매 및 상품 중개업,4
2025-04,인도네시아,비금속 광물제품 제조업,4
2025-04,인도네시아,사업시설 관리 및 조경 서비스업,3
2025-04,인도네시아,석탄  원유 및 천연가스 광업,4
2025-04,인도네시아,섬유제품 제조업; 의복제외,4
2025-04,인도네시아,소매업; 자동차 제외,3
2025-04,인도네시아,식료품 제조업,3
2025-04,인도네시아,음료 제조업,4
2025-04,인도네시아,의료용 물질 및 의약품 제조업,3
2025-04,인도네시아,의복  의복 액세서리 및 모피제품 제조업,4
2025-04,인도네시아,인쇄 및 기록매체 복제업,4
2025-04,인도네시아,임대업; 부동산 제외,4
2025-04,인도네시아,자동차 및 부품 판매업,3
2025-04,인도네시아,자동차 및 트레일러 제조업,3
2025-04,인도네시아,전기장비 제조업,3
2025-04,인도네시아,전문직별 공사업,4
2025-04,인도네시아,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,3
2025-04,인도네시아,종합 건설업,4
2025-04,인도네시아,창고 및 운송관련 서비스업,3
2025-04,인도네시아,펄프  종이 및 종이제품 제조업,3
2025-04,인도네시아,화학물질 및 화학제품 제조업; 의약품 제외,4
2025-04,일본,1차 금속 제조업,2
2025-04,일본,가죽  가방 및 신발 제조업,2
2025-04,일본,개인 및 소비용품 수리업,2
2025-04,일본,건축기술  엔지니어링 및 기타 과학기술 서비스업,2
2025-04,일본,고무 및 플라스틱제품 제조업,2
2025-04,일본,금속가공제품 제조업; 기계 및 가구 제외,2
2025-04,일본,금융업,2
2025-04,일본,기타 개인 서비스업,2
2025-04,일본,기타 기계 및 장비 제조업,2
2025-04,일본,기타 운송장비 제조업,2
2025-04,일본,기타 제품 제조업,2
2025-04,일본,농업,2
2025-04,일본,도매 및 상품 중개업,2
2025-04,일본,부동산업,2
2025-04,일본,비금속 광물제품 제조업,2
2025-04,일본,사업지원 서비스업,2
2025-04,일본,섬유제품 제조업; 의복제외,2
2025-04,일본,소매업; 자동차 제외,2
2025-04,일본,수상 운송업,2
2025-04,일본,식료품 제조업,2
2025-04,일본,우편 및 통신업,2
2025-04,일본,육상운송 및 파이프라인 운송업,2
2025-04,일본,음료 제조업,2
2025-04,일본,의료  정밀  광학기기 및 시계 제조업,2
2025-04,일본,의료용 물질 및 의약품 제조업,2
2025-04,일본,의복  의복 액세서리 및 모피제품 제조업,2
2025-04,일본,인쇄 및 기록매체 복제업,2
2025-04,일본,자동차 및 부품 판매업,2
2025-04,일본,자동차 및 트레일러 제조업,2
2025-04,일본,전기  가스  증기 및 공기조절 공급업,2
2025-04,일본,전기장비 제조업,2
2025-04,일본,전문 서비스업,2
2025-04,일본,전문직별 공사업,2
2025-04,일본,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,2
2025-04,일본,종합 건설업,2
2025-04,일본,창고 및 운송관련 서비스업,2
2025-04,일본,출판업,2
2025-04,일본,코크스  연탄 및 석유정제품 제조업,2
2025-04,일본,펄프  종이 및 종이제품 제조업,2
2025-04,일본,협회 및 단체,2
2025-04,일본,화학물질 및 화학제품 제조업; 의약품 제외,2
2025-04,자메이카,도매 및 상품 중개업,5
2025-04,자메이카,소매업; 자동차 제외,4
2025-04,자메이카,자동차 및 부품 판매업,4
2025-04,조지아,고무 및 플라스틱제품 제조업,4
2025-04,조지아,도매 및 상품 중개업,4
2025-04,조지아,소매업; 자동차 제외,4
2025-04,조지아,자동차 및 부품 판매업,4
2025-04,조지아,전문직별 공사업,4
2025-04,조지아,출판업,4
2025-04,중국,1차 금속 제조업,4
2025-04,중국,가구 제조업,4
2025-04,중국,가죽  가방 및 신발 제조업,4
2025-04,중국,개인 및 소비용품 수리업,4
2025-04,중국,건축기술  엔지니어링 및 기타 과학기술 서비스업,4
2025-04,중국,고무 및 플라스틱제품 제조업,4
2025-04,중국,공공행정  국방 및 사회보장 행정,4
2025-04,중국,교육 서비스업,4
2025-04,중국,금속가공제품 제조업; 기계 및 가구 제외,4
2025-04,중국,금융업,4
2025-04,중국,기타 기계 및 장비 제조업,4
2025-04,중국,기타 운송장비 제조업,4
2025-04,중국,기타 전문  과학 및 기술 서비스업,4
2025-04,중국,기타 제품 제조업,4
2025-04,중국,담배 제조업,4
2025-04,중국,도매 및 상품 중개업,4
2025-04,중국,보건업,4
2025-04,중국,부동산업,4
2025-04,중국,비금속 광물제품 제조업,4
2025-04,중국,사업시설 관리 및 조경 서비스업,4
2025-04,중국,산업용 기계 및 장비 수리업,4
2025-04,중국,석탄  원유 및 천연가스 광업,4
2025-04,중국,섬유제품 제조업; 의복제외,4
2025-04,중국,소매업; 자동차 제외,4
2025-04,중국,수상 운송업,4
2025-04,중국,숙박업,4
2025-04,중국,스포츠 및 오락관련 서비스업,4
2025-04,중국,식료품 제조업,4
2025-04,중국,연구개발업,4
2025-04,중국,영상ㆍ오디오 기록물 제작 및 배급업,4
2025-04,중국,우편 및 통신업,4
2025-04,중국,육상운송 및 파이프라인 운송업,4
2025-04,중국,음료 제조업,4
2025-04,중국,의료  정밀  광학기기 및 시계 제조업,4
2025-04,중국,의료용 물질 및 의약품 제조업,4
2025-04,중국,의복  의복 액세서리 및 모피제품 제조업,4
2025-04,중국,인쇄 및 기록매체 복제업,4
2025-04,중국,자동차 및 부품 판매업,4
2025-04,중국,자동차 및 트레일러 제조업,4
2025-04,중국,전기  가스  증기 및 공기조절 공급업,4
2025-04,중국,전기장비 제조업,4
2025-04,중국,전문 서비스업,4
2025-04,중국,전문직별 공사업,4
2025-04,중국,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,4
2025-04,중국,정보서비스업,4
2025-04,중국,종합 건설업,4
2025-04,중국,창고 및 운송관련 서비스업,4
2025-04,중국,출판업,4
2025-04,중국,컴퓨터 프로그래밍  시스템 통합 및 관리업,4
2025-04,중국,코크스  연탄 및 석유정제품 제조업,4
2025-04,중국,펄프  종이 및 종이제품 제조업,4
2025-04,중국,항공 운송업,4
2025-04,중국,화학물질 및 화학제품 제조업; 의약품 제외,4
2025-04,지부티,도매 및 상품 중개업,5
2025-04,지부티,자동차 및 부품 판매업,5
2025-04,체코,1차 금속 제조업,2
2025-04,체코,고무 및 플라스틱제품 제조업,2
2025-04,체코,금속가공제품 제조업; 기계 및 가구 제외,2
2025-04,체코,기타 기계 및 장비 제조업,2
2025-04,체코,도매 및 상품 중개업,2
2025-04,체코,목재 및 나무제품 제조업; 가구 제외,2
2025-04,체코,비금속 광물제품 제조업,2
2025-04,체코,비금속광물 광업; 연료용 제외,2
2025-04,체코,섬유제품 제조업; 의복제외,2
2025-04,체코,소매업; 자동차 제외,4
2025-04,체코,식료품 제조업,2
2025-04,체코,의료용 물질 및 의약품 제조업,2
2025-04,체코,의복  의복 액세서리 및 모피제품 제조업,2
2025-04,체코,인쇄 및 기록매체 복제업,2
2025-04,체코,자동차 및 부품 판매업,2
2025-04,체코,자동차 및 트레일러 제조업,2
2025-04,체코,전기장비 제조업,2
2025-04,체코,전문 서비스업,2
2025-04,체코,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,2
2025-04,체코,화학물질 및 화학제품 제조업; 의약품 제외,2
2025-04,칠레,1차 금속 제조업,5
2025-04,칠레,가구 제조업,3
2025-04,칠레,개인 및 소비용품 수리업,3
2025-04,칠레,고무 및 플라스틱제품 제조업,5
2025-04,칠레,금속 광업,5
2025-04,칠레,금속가공제품 제조업; 기계 및 가구 제외,4
2025-04,칠레,기타 기계 및 장비 제조업,3
2025-04,칠레,농업,3
2025-04,칠레,도매 및 상품 중개업,3
2025-04,칠레,비금속 광물제품 제조업,3
2025-04,칠레,사업지원 서비스업,3
2025-04,칠레,섬유제품 제조업; 의복제외,3
2025-04,칠레,소매업; 자동차 제외,3
2025-04,칠레,식료품 제조업,3
2025-04,칠레,의료  정밀  광학기기 및 시계 제조업,3
2025-04,칠레,의료용 물질 및 의약품 제조업,3
2025-04,칠레,자동차 및 부품 판매업,3
2025-04,칠레,전기장비 제조업,3
2025-04,칠레,전문직별 공사업,4
2025-04,칠레,컴퓨터 프로그래밍  시스템 통합 및 관리업,3
2025-04,칠레,펄프  종이 및 종이제품 제조업,4
2025-04,칠레,화학물질 및 화학제품 제조업; 의약품 제외,3
2025-04,카메룬,금융업,5
2025-04,카보베르데,도매 및 상품 중개업,5
2025-04,카자흐스탄,고무 및 플라스틱제품 제조업,4
2025-04,카자흐스탄,금속 광업,5
2025-04,카자흐스탄,도매 및 상품 중개업,4
2025-04,카자흐스탄,비금속 광물제품 제조업,4
2025-04,카자흐스탄,소매업; 자동차 제외,4
2025-04,카자흐스탄,음료 제조업,4
2025-04,카자흐스탄,자동차 및 부품 판매업,4
2025-04,카자흐스탄,자동차 및 트레일러 제조업,4
2025-04,카자흐스탄,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,4
2025-04,카자흐스탄,컴퓨터 프로그래밍  시스템 통합 및 관리업,4
2025-04,카타르,건축기술  엔지니어링 및 기타 과학기술 서비스업,4
2025-04,카타르,고무 및 플라스틱제품 제조업,2
2025-04,카타르,도매 및 상품 중개업,2
2025-04,카타르,석탄  원유 및 천연가스 광업,2
2025-04,카타르,소매업; 자동차 제외,2
2025-04,카타르,수상 운송업,2
2025-04,카타르,임대업; 부동산 제외,2
2025-04,카타르,자동차 및 부품 판매업,2
2025-04,카타르,전기장비 제조업,2
2025-04,카타르,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,2
2025-04,카타르,종합 건설업,5
2025-04,카타르,화학물질 및 화학제품 제조업; 의약품 제외,2
2025-04,캄보디아,고무 및 플라스틱제품 제조업,5
2025-04,캄보디아,도매 및 상품 중개업,5
2025-04,캄보디아,소매업; 자동차 제외,5
2025-04,캄보디아,식료품 제조업,5
2025-04,캄보디아,의료용 물질 및 의약품 제조업,5
2025-04,캄보디아,자동차 및 부품 판매업,5
2025-04,캄보디아,자동차 및 트레일러 제조업,5
2025-04,캄보디아,전기장비 제조업,5
2025-04,캄보디아,전문직별 공사업,5
2025-04,캐나다,1차 금속 제조업,2
2025-04,캐나다,개인 및 소비용품 수리업,2
2025-04,캐나다,건축기술  엔지니어링 및 기타 과학기술 서비스업,2
2025-04,캐나다,고무 및 플라스틱제품 제조업,2
2025-04,캐나다,금속가공제품 제조업; 기계 및 가구 제외,2
2025-04,캐나다,금융업,2
2025-04,캐나다,기타 기계 및 장비 제조업,2
2025-04,캐나다,기타 운송장비 제조업,2
2025-04,캐나다,기타 제품 제조업,2
2025-04,캐나다,도매 및 상품 중개업,2
2025-04,캐나다,목재 및 나무제품 제조업; 가구 제외,2
2025-04,캐나다,보건업,2
2025-04,캐나다,비금속 광물제품 제조업,4
2025-04,캐나다,사업지원 서비스업,2
2025-04,캐나다,산업용 기계 및 장비 수리업,2
2025-04,캐나다,섬유제품 제조업; 의복제외,2
2025-04,캐나다,소매업; 자동차 제외,3
2025-04,캐나다,수상 운송업,2
2025-04,캐나다,식료품 제조업,2
2025-04,캐나다,연구개발업,2
2025-04,캐나다,우편 및 통신업,2
2025-04,캐나다,육상운송 및 파이프라인 운송업,5
2025-04,캐나다,의료  정밀  광학기기 및 시계 제조업,2
2025-04,캐나다,의료용 물질 및 의약품 제조업,2
2025-04,캐나다,의복  의복 액세서리 및 모피제품 제조업,2
2025-04,캐나다,인쇄 및 기록매체 복제업,2
2025-04,캐나다,자동차 및 부품 판매업,2
2025-04,캐나다,자동차 및 트레일러 제조업,2
2025-04,캐나다,전기  가스  증기 및 공기조절 공급업,2
2025-04,캐나다,전기장비 제조업,2
2025-04,캐나다,전문 서비스업,2
2025-04,캐나다,전문직별 공사업,2
2025-04,캐나다,전자부품  컴퓨터  영상  음향 및 통신장비 제조업,2
2025-04,캐나다,정보서비스업,2
2025-04,캐나다,출판업,2
2025-04,캐나다,코크스  연탄 및 석유정제품 제조업,2
2025-04,캐나다,펄프  종이 및 종이제품 제조업,2
2025-04,캐나다,화학물질 및 화학제품 제조업; 의약품 제외,2
2025-04,케냐,1차 금속 제조업,4
2025-04,케냐,가구 제조업,5
2025-04,케냐,가죽  가방 및 신발 제조업,4
2025-04,케냐,고무 및 플라스틱제품 제조업,5
2025-04,케냐,기타 기계 및 장비 제조업,4
2025-04,케냐,도매 및 상품 중개업,4
2025-04,케냐,섬유제품 제조업; 의복제외,5
2025-04,케냐,소매업; 자동차 제외,4
2025-04,케냐,식료품 제조업,4
2025-04,케냐,우편 및 통신업,4
2025-04,케냐,의복  의복 액세서리 및 모피제품 제조업,4
2025-04,케냐,전기장비 제조업,4
2025-04,케냐,출판업,4
2025-04,케냐,화학물질 및 화학제품 제조업; 의약품 제외,5
2025-04,코소보,자동차 및 부품 판매업,4
2025-04,코스타리카,고무 및 플라스틱제품 제조업,4
2025-04,코스타리카,금속가공제품 제조업; 기계 및 가구 제외,4
2025-04,코스타리카,기타 기계 및 장비 제조업,4
2025-04,코스타리카,도매 및 상품 중개업,4
2025-04,코스타리카,소매업; 자동차 제외,4
2025-04,코스타리카,자동차 및 부품 판매업,4
2025-04,코스타리카,전기장비 제조업,4
2025-04,코스타리카,컴퓨터 프로그래밍  시스템 통합 및 관리업,4
2025-04,코스타리카,화학물질 및 화학제품 제조업; 의약품 제외,4
2025-04,코트디부아르,고무 및 플라스틱제품 제조업,4
2025-04,코트디부아르,금속 광업,4
2025-04,코트디부아르,도매 및 상품 중개업,4
2025-04,코트디부아르,식료품 제조업,4
2025-04,코트디부아르,화학물질 및 화학제품 제조업; 의약품 제외,4
2025-04,콜롬비아,1차 금속 제조업,5
2025-04,콜롬비아,가구 제조업,4
2025-04,콜롬비아,개인 및 소비용품 수리업,4
2025-04,콜롬비아,건축기술  엔지니어링 및 기타 과학기술 서비스업,4
2025-04,콜롬비아,고무 및 플라스틱제품 제조업,4
2025-04,콜롬비아,금속 광업,4
2025-04,콜롬비아,금속가공제품 제조업; 기계 및 가구 제외,4
2025-04,콜롬비아,기타 기계 및 장비 제조업,4
2025-04,콜롬비아,기타 운송장비 제조업,4
2025-04,콜롬비아,기타 제품 제조업,4
2025-04,콜롬비아,농업,4
2025-04,콜롬비아,도매 및 상품 중개업,4
2025-04,콜롬비아,비금속 광물제품 제조업,4
2025-04,콜롬비아,산업용 기계 및 장비 수리업,5
2025-04,콜롬비아,섬유제품 제조업; 의복제외,4
2025-04,콜롬비아,소매업; 자동차 제외,4
2025-04,콜롬비아,식료품 제조업,4
2025-04,콜롬비아,육상운송 및 파이프라인 운송업,4
2025-04,콜롬비아,의료용 물질 및 의약품 제조업,4
2025-04,콜롬비아,의복  의복 액세서리 및 모피제품 제조업,4
2025-04,콜롬비아,인쇄 및 기록매체 복제업,4
2025-04,콜롬비아,자동차 및 부품 판매업,4
2025-04,콜롬비아,자동차 및 트레일러 제조업,4
2025-04,콜롬비아,전기장비 제조업,4
2025-04,콜롬비아,종합 건설업,5
2025-04,콜롬비아,출판업,5
2025-04,콜롬비아,펄프  종이 및 종이제품 제조업,4
2025-04,콜롬비아,화학물질 및 화학제품 제조업; 의약품 제외,4
2025-04,콩고,도매 및 상품 중개업,5
2025-04,콩고민주공화국,도매 및 상품 중개업,5
2025-04,콩고민주공화국,소매업; 자동차 제외,5
2025-04,쿠웨이트,가구 제조업,3
2025-04,쿠웨이트,금속가공제품 제조업; 기계 및 가구 제외,3
2025-04,쿠웨이트,기타 기계 및 장비 제조업,3
2025-04,쿠웨이트,도매 및 상품 중개업,3
2025-04,쿠웨이트,사업지원 서비스업,3
2025-04,쿠웨이트,소매업; 자동차 제외,3
2025-04,쿠웨이트,수도업,3
2025-04,쿠웨이트,자동차 및 부품 판매업,3
2025-04,쿠웨이트,전기장비 제조업,4
2025-04,쿠웨이트,출판업,3
2025-04,쿠웨이트,화학물질 및 화학제품 제조업; 의약품 제외,3
2025-04,크로아티아,개인 및 소비용품 수리업,3
2025-04,크로아티아,고무 및 플라스틱제품 제조업,3
2025-04,크로아티아,금속가공제품 제조업; 기계 및 가구 제외,3
2025-04,크로아티아,도매 및 상품 중개업,3
2025-04,크로아티아,섬유제품 제조업; 의복제외,3
2025-04,크로아티아,자동차 및 부품 판매업,3
2025-04,크로아티아,전기장비 제조업,3
2025-04,크로아티아,전문직별 공사업,3
2025-04,크로아티아,컴퓨터 프로그래밍  시스템 통합 및 관리업,3
2025-04,크로아티아,펄프  종이 및 종이제품 제조업,3
2025-04,크로아티아,화학물질 및 화학제품 제조업; 의약품 제외,3
2025-04,키르기즈공화국,도매 및 상품 중개업,5
2025-04,키르기즈공화국,자동차 및 부품 판매업,5
2025-04,타지키스탄,가구 제조업,5
2025-04,타지키스탄,고무 및 플라스틱제품 제조업,5
2025-04,타지키스탄,도매 및 상품 중개업,5
2025-04,탄자니아,1차 금속 제조업,5
2025-04,탄자니아,가구 제조업,5
2025-04,탄자니아,고무 및 플라스틱제품 제조업,5
2025-04,탄자니아,도매 및 상품 중개업,5
2025-04,탄자니아,섬유제품 제조업; 의복제외,5
2025-04,탄자니아,소매업; 자동차 제외,5
2025-04,탄자니아,자동차 및 부품 판매업,5
2025-04,탄자니아,전기장비 제조업,5
2025-04,탄자니아,전문직별 공사업,5
2025-04,태국,1차 금속 제조업,4
2025-04,태국,가구 제조업,3
2025-04,태국,가죽  가방 및 신발 제조업,3
2025-04,태국,고무 및 플라스틱제품 제조업,3
2025-04,태국,금속가공제품 제조업; 기계 및 가구 제외,4
2025-04,태국,기타 기계 및 장비 제조업,4
2025-04,태국,기타 제품 제조업,3
2025-04,태국,도매 및 상품 중개업,4
2025-04,태국,비금속 광물제품 제조업,3
2025-04,태국,섬유제품 제조업; 의복제외,3
2025-04,태국,소매업; 자동차 제외,3
2025-04,태국,수상 운송업,4
2025-04,태국,식료품 제조업,3
2025-04,태국,의료  정밀  광학기기 및 시계 제조업,4
